area_name,n_unmarried_males_20_24,n_unmarried_males_25_29,n_unmarried_males_30_34,n_married_males_20_24,n_married_males_25_29,n_married_males_30_34,n_unmarried_females_20_24,n_unmarried_females_25_29,n_unmarried_females_30_34,n_married_females_20_24,n_married_females_25_29,n_married_females_30_34,n_males_middle_school_dropout,n_males_high_school_dropout,n_males_ged,n_males_college_dropout,n_males_associates,n_males_bachelors,n_males_grad,n_females_middle_school_dropout,n_females_high_school_dropout,n_females_ged,n_females_college_dropout,n_females_associates,n_females_bachelors,n_females_grad,n_households,n_white_households,n_black_households,n_amerindian_households,n_asian_households,n_islander_households,n_mixed_households,n_hispanic_households,median_income_males_living_alone,median_income_females_living_alone,p_male_disabled,p_female_disabled,p_white_disabled,p_black_disabled,p_amerindian_disabled,p_asian_disabled,p_hawaiian_disabled,p_nonhisp_white_disabled,p_hispanic_disabled,p_disabled_18_34,p_deaf_18_34,p_blind_18_34,p_cognitive_18_34,p_ambulatory_18_34,p_self_care_18_34,p_independent_living_18_34,median_rent_overall,median_rent_0_bed,median_rent_1_bed,median_rent_2_bed,median_rent_3_bed,n_males_20_34,n_males_35_44,n_females_20_34,n_females_35_44,n_labor_males,n_working_males,n_labor_females,n_working_females,p_married,p_unmarried,p_males_20_34_unmarried,p_females_20_34_unmarried,p_hispanic_unmarried,p_white_unmarried,p_black_unmarried,p_amerindian_unmarried,p_asian_unmarried,p_islander_unmarried,p_white_non_hispanic_unmarried,p_unmarried_males_working,p_unmarried_females_working,n_people,n_males,n_females,n_males_18over,n_females_18over,n_males_65over,n_females_65over,n_white,n_black,n_amerindian,n_asian,n_indian,n_islander,n_mixed,n_hapa,n_hispanic,n_cuban,n_housing,total,n_unmarried_households,n_male_male_couple,n_male_female_couple,n_female_female_couple,n_female_male_couple,n_other_household,percent_obese_fem,percent_obese_male,p_unmarried_20_24_female,p_unmarried_25_29_female,p_unmarried_30_34_female,n_extra_unmarried_20_24_females,m_f_income_gap,m_f_income_ratio,p_gay,m_f_obesity_diff,p_hapa,p_white,p_black
"Las Vegas-Henderson-Paradise, NV Metro Area",62845.0,60453.0,41664.0,3271.0,15822.0,29183.0,56658.0,49697.0,29445.0,5765.0,22614.0,36293.0,1465.0,15021.0,40832.0,29002.0,3241.0,3417.0,223.0,1051.0,11652.0,32266.0,33520.0,4309.0,6106.0,288.0,783524.0,513360.0,94817.0,6242.0,69600.0,4816.0,26806.0,183105.0,35949.0,30444.0,12.0,12.1,13.1,13.8,15.0,9.3,10.9,15.5,7.8,5.8,1.0,1.4,3.2,1.2,0.6,2.1,1132.0,768.0,878.0,1051.0,1377.0,232048.0,151669.0,227120.0,150115.0,857471.0,595075.0,869779.0,514310.0,43.9,34.7,71.1,59.8,42.3,30.6,47.7,43.4,28.8,42.3,27.0,38.7,34.3,2182004.0,1089228.0,1092776.0,828592.0,842959.0,147190.0,168296.0,1312652.0,255174.0,18693.0,212385.0,11168.0,16407.0,116772.0,29862.0,679381.0,29984.0,899870.0,767954.0,60496.0,2181.0,29991.0,1545.0,26779.0,707458.0,28.9,28.7,0.4741136205785629,0.45117566954153426,0.4140826055773531,-6187.0,5505.0,1.180823807646827,0.03605197037820682,-0.1999999999999993,0.013685584444391486,0.6015809320239559,0.11694479020203447
"Laurel, MS Micro Area",2271.0,1583.0,889.0,301.0,641.0,1237.0,1820.0,1607.0,710.0,389.0,1023.0,1482.0,4.0,440.0,1908.0,1211.0,199.0,73.0,0.0,13.0,500.0,1327.0,1022.0,606.0,180.0,12.0,31487.0,20778.0,10303.0,86.0,72.0,39.0,119.0,708.0,22526.0,18595.0,16.0,18.0,17.5,16.2,18.7,9.8,83.0,18.2,3.7,6.9,1.4,1.3,4.6,2.3,1.4,4.2,676.0,,527.0,632.0,766.0,7549.0,4843.0,8105.0,4943.0,31485.0,19963.0,34424.0,16831.0,46.4,29.9,62.8,51.0,47.1,21.7,46.6,0.9,11.4,17.0,20.7,30.5,30.2,84857.0,41419.0,43438.0,30436.0,33341.0,6316.0,8153.0,54260.0,29041.0,155.0,225.0,205.0,47.0,780.0,137.0,3148.0,27.0,37504.0,31464.0,1248.0,10.0,597.0,18.0,623.0,30216.0,41.4,41.3,0.44487900268882913,0.5037617554858934,0.4440275171982489,-451.0,3931.0,1.2114009142242539,0.008012820512820512,-0.10000000000000142,0.0016144808324593139,0.6394286859068786,0.34223458288650316
"Laurinburg, NC Micro Area",1117.0,929.0,656.0,93.0,159.0,232.0,1013.0,768.0,522.0,185.0,166.0,350.0,41.0,352.0,727.0,503.0,33.0,34.0,24.0,0.0,214.0,532.0,694.0,107.0,144.0,11.0,12922.0,6146.0,5138.0,1255.0,63.0,0.0,125.0,226.0,23643.0,16134.0,17.9,17.9,21.0,16.9,15.3,0.0,,21.2,0.4,6.1,0.9,1.8,3.2,2.5,1.0,3.6,674.0,603.0,448.0,672.0,755.0,3438.0,2253.0,3260.0,1997.0,13616.0,6876.0,14144.0,6865.0,38.5,38.3,78.6,70.6,34.0,26.6,51.5,41.4,23.4,0.0,26.7,38.0,43.6,35076.0,17293.0,17783.0,13189.0,13841.0,2594.0,3515.0,15317.0,13660.0,4171.0,284.0,43.0,9.0,818.0,72.0,1053.0,14.0,15312.0,13113.0,650.0,12.0,323.0,16.0,299.0,12463.0,27.4,24.4,0.4755868544600939,0.4525633470830878,0.4431239388794567,-104.0,7509.0,1.4654146522870957,0.018461538461538463,-3.0,0.0020526855969893944,0.43668035123731325,0.3894400729843768
"Lawrence, KS Metro Area",10570.0,3799.0,1713.0,154.0,1393.0,2090.0,9485.0,2760.0,1223.0,350.0,1651.0,2429.0,0.0,327.0,2859.0,8302.0,791.0,1739.0,117.0,0.0,490.0,2565.0,8314.0,705.0,1954.0,176.0,46936.0,40159.0,2007.0,1103.0,2256.0,0.0,1068.0,2040.0,30961.0,29860.0,10.5,12.2,11.7,15.4,15.9,1.1,0.0,11.8,11.8,6.8,0.5,0.7,5.6,0.7,0.4,1.7,926.0,649.0,747.0,909.0,1216.0,20149.0,7102.0,18571.0,6882.0,49577.0,36765.0,50841.0,34579.0,41.6,45.7,79.8,72.5,51.4,42.5,65.2,59.0,58.7,100.0,42.2,45.8,46.4,120290.0,59669.0,60621.0,48472.0,49595.0,6393.0,7812.0,99132.0,5254.0,3008.0,6347.0,1120.0,24.0,5253.0,852.0,7555.0,58.0,50345.0,46294.0,3678.0,93.0,1648.0,166.0,1771.0,42616.0,25.3,28.0,0.47294938917975565,0.42079585302637595,0.41655313351498635,-1085.0,1101.0,1.036872069658406,0.02528548123980424,2.6999999999999993,0.007082883032671045,0.8241084046886691,0.043677778701471444
"Lawrenceburg, TN Micro Area",997.0,635.0,258.0,101.0,575.0,651.0,827.0,435.0,334.0,295.0,658.0,729.0,35.0,191.0,765.0,523.0,154.0,48.0,0.0,44.0,166.0,560.0,559.0,177.0,73.0,0.0,15960.0,15494.0,149.0,42.0,68.0,4.0,172.0,269.0,27350.0,16527.0,18.1,18.7,18.1,11.5,80.3,7.1,14.3,18.4,6.6,8.1,1.3,0.8,5.8,1.2,0.6,3.6,661.0,,370.0,650.0,738.0,3698.0,2427.0,3872.0,2446.0,16416.0,9960.0,17345.0,8330.0,52.2,23.6,51.1,41.2,41.0,22.7,41.9,57.8,27.2,64.9,22.5,25.9,21.1,43390.0,21251.0,22139.0,15674.0,16815.0,3398.0,4254.0,41314.0,724.0,147.0,226.0,215.0,77.0,679.0,48.0,969.0,76.0,18260.0,16131.0,753.0,28.0,359.0,0.0,366.0,15378.0,32.9,33.5,0.45339912280701755,0.40654205607476634,0.5641891891891891,-170.0,10823.0,1.6548677920977795,0.03718459495351926,0.6000000000000014,0.0011062456787278175,0.9521548743950219,0.016685872320811247
"Lawton, OK Metro Area",5284.0,3390.0,1636.0,962.0,1746.0,2775.0,3154.0,2206.0,1308.0,1071.0,1961.0,2360.0,44.0,1007.0,4903.0,2721.0,446.0,601.0,0.0,54.0,584.0,2158.0,2783.0,361.0,443.0,0.0,45037.0,30599.0,7279.0,2125.0,1096.0,114.0,2722.0,4184.0,32656.0,26555.0,19.7,19.2,20.1,19.1,17.9,16.7,48.1,20.9,15.3,12.0,1.0,2.5,7.3,2.7,1.6,3.9,829.0,588.0,546.0,730.0,998.0,18047.0,8087.0,14112.0,7795.0,52232.0,35177.0,48376.0,28346.0,45.3,32.4,57.1,47.3,40.6,27.6,41.0,36.5,20.6,45.3,26.5,37.1,30.6,127620.0,66067.0,61553.0,50668.0,46735.0,7260.0,8788.0,80902.0,20529.0,6879.0,3109.0,262.0,521.0,12391.0,1442.0,16420.0,151.0,54635.0,44822.0,2870.0,10.0,1629.0,36.0,1195.0,41952.0,40.8,41.1,0.3737852571699455,0.39421015010721944,0.44429347826086957,-2130.0,6101.0,1.2297495763509696,0.003484320557491289,0.30000000000000426,0.011299169409183513,0.6339288512772293,0.16086036671368123
"Lebanon, MO Micro Area",724.0,323.0,192.0,208.0,555.0,658.0,576.0,360.0,102.0,288.0,542.0,768.0,9.0,139.0,582.0,417.0,65.0,146.0,0.0,4.0,239.0,465.0,328.0,52.0,187.0,0.0,14112.0,13518.0,34.0,128.0,83.0,0.0,258.0,304.0,30565.0,16271.0,19.3,15.0,17.1,11.5,36.3,10.7,,17.4,6.0,8.2,0.6,0.7,5.9,3.1,1.1,3.2,661.0,,366.0,624.0,749.0,3017.0,2003.0,3055.0,2292.0,13409.0,8933.0,14346.0,7686.0,59.7,20.0,41.1,34.0,25.6,19.8,28.5,12.3,38.4,100.0,19.7,21.5,15.1,35531.0,17431.0,18100.0,12953.0,13886.0,2778.0,3443.0,33751.0,205.0,344.0,131.0,9.0,4.0,943.0,103.0,872.0,119.0,16022.0,13866.0,898.0,3.0,595.0,1.0,299.0,12968.0,29.4,29.6,0.4430769230769231,0.527086383601757,0.3469387755102041,-148.0,14294.0,1.87849548276074,0.0033407572383073497,0.20000000000000284,0.002898877036953646,0.9499029016914807,0.0057696096366553155
"Lebanon, NH-VT Micro Area",6801.0,4949.0,3051.0,296.0,1102.0,2802.0,5951.0,4191.0,2331.0,520.0,1534.0,3027.0,233.0,1017.0,4100.0,4149.0,356.0,936.0,85.0,53.0,762.0,3353.0,3885.0,327.0,1381.0,88.0,88632.0,85349.0,487.0,311.0,1116.0,35.0,1153.0,1020.0,32378.0,29102.0,15.4,14.3,15.1,7.9,26.7,2.7,19.4,15.2,8.9,8.5,1.3,1.0,6.2,1.8,1.1,4.2,951.0,690.0,777.0,1016.0,1204.0,19995.0,11271.0,18781.0,11870.0,89913.0,58203.0,93674.0,56362.0,49.8,29.7,74.0,66.4,49.7,28.6,61.7,17.7,51.0,35.6,28.4,32.2,29.0,217064.0,107157.0,109907.0,87491.0,91266.0,21144.0,24251.0,205129.0,2022.0,611.0,4224.0,493.0,108.0,4265.0,1245.0,4139.0,221.0,125864.0,,,,,,,,28.1,24.0,0.4666718946047679,0.45853391684901534,0.4331103678929766,-850.0,3276.0,1.1125695828465398,,-4.100000000000001,0.005735635572918586,0.9450162164154351,0.009315225002764162
"Lebanon, PA Metro Area",3796.0,2768.0,1765.0,311.0,1198.0,1954.0,3471.0,2294.0,947.0,568.0,1377.0,2532.0,222.0,941.0,2443.0,1815.0,233.0,310.0,0.0,100.0,644.0,2809.0,1569.0,128.0,567.0,7.0,53579.0,48127.0,1228.0,45.0,502.0,24.0,694.0,5354.0,38196.0,25905.0,12.8,13.5,13.6,15.6,6.1,8.3,0.0,13.6,11.1,5.8,0.8,0.8,3.5,1.0,0.6,2.0,874.0,747.0,661.0,887.0,1068.0,12423.0,8157.0,12188.0,8112.0,54035.0,38345.0,57264.0,33446.0,51.8,28.5,67.0,55.1,50.1,25.7,50.3,29.3,26.9,22.4,25.1,32.7,29.4,139729.0,68479.0,71250.0,52185.0,55512.0,11780.0,14962.0,121005.0,3449.0,132.0,1989.0,546.0,65.0,2955.0,339.0,18328.0,160.0,57609.0,53281.0,3888.0,42.0,1862.0,57.0,1927.0,49393.0,28.5,30.0,0.4776386404293381,0.453180561043066,0.349188790560472,-325.0,12291.0,1.4744643891140707,0.010802469135802469,1.5,0.0024261248559712015,0.8659977527929063,0.024683494478597856
"Levelland, TX Micro Area",758.0,490.0,158.0,109.0,353.0,486.0,541.0,286.0,132.0,166.0,359.0,482.0,0.0,176.0,570.0,386.0,98.0,112.0,0.0,37.0,204.0,370.0,574.0,55.0,48.0,12.0,7997.0,7269.0,292.0,34.0,5.0,0.0,105.0,3129.0,31956.0,18442.0,14.3,15.0,14.1,24.6,14.3,0.0,0.0,19.0,10.1,7.3,1.1,1.5,4.8,1.4,0.3,3.6,696.0,,536.0,593.0,970.0,2506.0,1331.0,2310.0,1341.0,8678.0,6202.0,8950.0,4802.0,52.5,28.4,56.1,41.5,33.0,26.9,53.3,30.1,41.2,0.0,22.5,28.4,25.1,23064.0,11502.0,11562.0,8385.0,8649.0,1515.0,1773.0,20383.0,746.0,123.0,83.0,12.0,21.0,560.0,91.0,11023.0,0.0,9384.0,7946.0,461.0,41.0,222.0,6.0,192.0,7485.0,23.1,23.5,0.41647421093148573,0.36855670103092786,0.45517241379310347,-217.0,13514.0,1.732783862921592,0.08893709327548807,0.3999999999999986,0.003945542837322234,0.8837582379465834,0.03234477974332293
"Lewisburg, PA Micro Area",1643.0,1105.0,1039.0,80.0,384.0,430.0,1416.0,513.0,281.0,310.0,404.0,641.0,157.0,278.0,1092.0,1730.0,54.0,138.0,0.0,68.0,162.0,678.0,1740.0,77.0,260.0,0.0,14533.0,14122.0,50.0,4.0,77.0,0.0,266.0,443.0,40671.0,22150.0,14.4,11.9,13.5,8.7,18.9,12.2,0.0,13.1,15.9,7.1,1.2,1.6,5.5,0.6,1.2,3.6,769.0,557.0,665.0,786.0,938.0,5013.0,3609.0,3755.0,1995.0,21187.0,9993.0,17016.0,8606.0,45.9,36.8,75.5,58.9,56.7,32.4,68.5,66.7,62.4,0.0,31.5,33.1,28.9,45111.0,24755.0,20356.0,20595.0,16452.0,3491.0,4505.0,39190.0,2898.0,241.0,754.0,79.0,4.0,1002.0,156.0,2654.0,37.0,17357.0,14739.0,725.0,17.0,349.0,26.0,333.0,14014.0,29.4,31.0,0.46289637136319056,0.31705809641532756,0.2128787878787879,-227.0,18521.0,1.8361625282167042,0.023448275862068966,1.6000000000000014,0.0034581365963955576,0.868745982132961,0.06424153754073286
"Lewisburg, TN Micro Area",656.0,579.0,287.0,125.0,445.0,453.0,587.0,430.0,288.0,204.0,542.0,590.0,33.0,236.0,645.0,180.0,57.0,80.0,0.0,0.0,79.0,512.0,502.0,82.0,21.0,10.0,12324.0,11328.0,769.0,13.0,37.0,0.0,129.0,470.0,41303.0,22376.0,15.1,18.0,16.4,19.5,19.0,28.7,,16.9,10.3,9.3,1.6,4.1,4.4,1.8,1.2,3.6,763.0,532.0,511.0,713.0,862.0,2968.0,2102.0,2982.0,2181.0,12727.0,8550.0,13489.0,7330.0,52.1,24.3,51.3,43.8,42.0,23.0,40.3,23.8,0.0,,22.1,24.3,21.8,32965.0,16235.0,16730.0,12132.0,13032.0,2307.0,2876.0,29548.0,2491.0,21.0,106.0,22.0,0.0,461.0,164.0,1778.0,0.0,13669.0,12335.0,812.0,0.0,549.0,0.0,263.0,11523.0,29.3,29.4,0.47224456958970235,0.4261645193260654,0.5008695652173913,-69.0,18927.0,1.8458616374687165,0.0,0.09999999999999787,0.004974973456696496,0.8963446079174883,0.0755649931745791
"Lewiston, ID-WA Metro Area",1759.0,1287.0,509.0,163.0,480.0,992.0,1528.0,809.0,446.0,264.0,795.0,1139.0,19.0,608.0,882.0,858.0,240.0,103.0,0.0,23.0,252.0,753.0,1093.0,205.0,253.0,5.0,25485.0,23770.0,25.0,967.0,129.0,53.0,477.0,507.0,33683.0,23862.0,18.4,17.0,17.6,10.5,23.2,8.4,9.4,17.8,14.1,9.4,0.8,1.2,6.1,2.1,1.2,3.2,754.0,627.0,587.0,757.0,987.0,5716.0,3769.0,5748.0,3494.0,25069.0,16035.0,25945.0,14358.0,51.9,25.5,62.2,48.4,45.3,23.6,36.5,45.5,27.1,5.4,23.2,30.3,27.6,62638.0,30702.0,31936.0,24199.0,25323.0,6001.0,7001.0,56768.0,259.0,2729.0,524.0,32.0,56.0,1944.0,383.0,2479.0,51.0,27872.0,25473.0,2016.0,0.0,796.0,65.0,1155.0,23457.0,28.7,31.5,0.4648615759050806,0.3859732824427481,0.46701570680628274,-231.0,9821.0,1.4115748889447657,0.0,2.8000000000000007,0.006114499185797759,0.9062869184839873,0.0041348702065838626
"Lewiston-Auburn, ME Metro Area",3110.0,2205.0,1423.0,163.0,848.0,1487.0,2836.0,1725.0,1147.0,308.0,1396.0,1726.0,51.0,497.0,1690.0,1815.0,188.0,490.0,43.0,91.0,435.0,1756.0,1821.0,163.0,348.0,39.0,45630.0,43390.0,533.0,62.0,227.0,0.0,1338.0,475.0,26821.0,23809.0,16.9,15.0,16.0,9.1,33.5,5.4,,16.0,12.5,9.7,0.8,1.4,6.5,1.3,0.5,3.8,771.0,500.0,613.0,818.0,998.0,9710.0,6256.0,9854.0,6641.0,41902.0,28953.0,44844.0,27869.0,49.2,29.5,69.4,57.9,47.5,28.1,53.1,60.2,38.9,,28.0,33.5,28.1,107602.0,52573.0,55029.0,40669.0,43484.0,8314.0,10289.0,98386.0,2562.0,162.0,839.0,80.0,0.0,5386.0,531.0,1998.0,72.0,49892.0,45491.0,4907.0,79.0,2446.0,151.0,2231.0,40584.0,30.1,33.2,0.4769593003699966,0.4389312977099237,0.4463035019455253,-274.0,3012.0,1.1265067831492293,0.01609944976564092,3.1000000000000014,0.004934852512035092,0.914351034367391,0.023809966357502647
"Lewistown, PA Micro Area",1039.0,823.0,505.0,233.0,524.0,656.0,949.0,474.0,332.0,278.0,701.0,642.0,177.0,338.0,845.0,292.0,71.0,38.0,0.0,171.0,266.0,756.0,272.0,100.0,103.0,9.0,19043.0,18734.0,50.0,48.0,0.0,11.0,153.0,174.0,32683.0,19730.0,16.9,15.1,15.8,37.5,26.1,26.8,55.2,15.9,7.9,8.7,0.9,0.7,6.8,2.1,1.1,5.0,682.0,464.0,520.0,672.0,797.0,3949.0,2328.0,3700.0,2487.0,17994.0,11985.0,19154.0,10168.0,55.6,24.8,59.9,47.4,45.0,24.3,76.0,42.0,22.8,0.0,24.1,28.7,25.5,46276.0,22589.0,23687.0,17324.0,18562.0,4292.0,5495.0,44839.0,248.0,92.0,153.0,1.0,29.0,683.0,154.0,724.0,15.0,21854.0,19094.0,1533.0,14.0,894.0,22.0,603.0,17561.0,32.2,32.9,0.477364185110664,0.3654587509637625,0.3966547192353644,-90.0,12953.0,1.6565129244804866,0.0091324200913242,0.6999999999999957,0.0033278589333563834,0.9689471864465382,0.005359149451119371
"Lexington, NE Micro Area",645.0,450.0,331.0,41.0,416.0,539.0,580.0,300.0,234.0,197.0,381.0,435.0,4.0,145.0,599.0,144.0,51.0,64.0,14.0,91.0,85.0,368.0,317.0,68.0,95.0,0.0,9907.0,8842.0,681.0,65.0,66.0,2.0,51.0,2256.0,34150.0,21238.0,13.0,13.8,14.1,6.5,15.6,19.2,0.0,16.6,8.3,6.2,1.7,1.4,4.3,0.9,0.5,2.4,725.0,563.0,637.0,729.0,809.0,2540.0,1542.0,2284.0,1408.0,10167.0,7685.0,9595.0,5931.0,56.8,26.1,56.1,48.8,36.3,23.5,53.4,22.4,12.3,96.3,19.1,28.5,23.1,25746.0,13318.0,12428.0,9747.0,9149.0,1953.0,2269.0,22722.0,1509.0,133.0,156.0,0.0,58.0,262.0,10.0,7994.0,0.0,11616.0,9874.0,673.0,31.0,308.0,0.0,334.0,9201.0,34.0,35.5,0.47346938775510206,0.4,0.41415929203539825,-65.0,12912.0,1.607966851869291,0.04606240713224369,1.5,0.00038840985007379785,0.8825448613376835,0.0586110463761361
"Lexington-Fayette, KY Metro Area",20670.0,12399.0,7495.0,1514.0,5285.0,8339.0,19718.0,10770.0,5802.0,2533.0,6549.0,9413.0,360.0,3195.0,9332.0,13325.0,983.0,2970.0,550.0,122.0,1947.0,7834.0,15869.0,1047.0,4266.0,346.0,202126.0,167894.0,22180.0,300.0,4994.0,73.0,3631.0,8600.0,35629.0,28915.0,13.3,13.7,13.7,15.7,24.5,5.1,52.1,14.1,6.8,7.2,0.8,1.0,5.0,1.3,0.8,2.3,867.0,571.0,697.0,847.0,1067.0,59415.0,33135.0,59274.0,33441.0,198203.0,141271.0,211968.0,131185.0,46.5,34.3,68.3,61.2,46.4,31.5,49.8,33.2,35.0,20.5,30.8,34.5,35.1,510647.0,249429.0,261218.0,192180.0,206156.0,30658.0,39926.0,411972.0,56088.0,951.0,13934.0,3325.0,94.0,16035.0,2964.0,31442.0,676.0,220209.0,200538.0,15735.0,369.0,7545.0,353.0,7468.0,184803.0,30.6,28.5,0.4882143210854709,0.46484526738314125,0.4363390238399639,-952.0,6714.0,1.2321978212000693,0.023450905624404196,-2.1000000000000014,0.0058044010833315385,0.8067647513840285,0.10983712819227372
"Liberal, KS Micro Area",759.0,607.0,340.0,50.0,403.0,353.0,516.0,365.0,157.0,67.0,433.0,440.0,137.0,339.0,275.0,405.0,79.0,5.0,9.0,67.0,170.0,335.0,347.0,113.0,72.0,0.0,7321.0,4751.0,423.0,34.0,162.0,0.0,104.0,3743.0,37019.0,24452.0,6.2,7.6,9.7,4.3,20.3,5.4,0.0,15.5,2.9,2.1,0.0,1.0,1.0,0.2,0.2,0.5,787.0,606.0,583.0,836.0,901.0,2759.0,1389.0,2376.0,1220.0,8120.0,6700.0,7721.0,4737.0,47.7,35.1,61.8,43.7,42.0,31.8,46.0,36.6,23.2,,22.9,37.3,29.5,22349.0,11410.0,10939.0,7831.0,7445.0,877.0,1222.0,13284.0,1039.0,124.0,592.0,156.0,46.0,449.0,81.0,13685.0,249.0,8240.0,7315.0,810.0,0.0,474.0,4.0,332.0,6505.0,30.5,32.3,0.4047058823529412,0.37551440329218105,0.3158953722334004,-243.0,12567.0,1.51394568951415,0.0,1.7999999999999972,0.003624323235938968,0.5943890106939907,0.04648977582889615
"Lima, OH Metro Area",3565.0,2515.0,1279.0,325.0,913.0,1301.0,2525.0,1883.0,709.0,468.0,944.0,1606.0,54.0,644.0,2130.0,2290.0,359.0,228.0,0.0,66.0,505.0,1706.0,1405.0,438.0,274.0,0.0,40650.0,34417.0,4763.0,175.0,204.0,0.0,737.0,1106.0,33201.0,21991.0,15.9,16.3,16.1,18.7,21.8,6.7,,16.2,9.7,9.6,1.6,1.4,6.5,1.7,0.9,2.8,703.0,555.0,532.0,701.0,854.0,10674.0,6167.0,9055.0,6030.0,41033.0,26899.0,41069.0,24166.0,46.9,31.4,68.9,56.5,46.2,27.3,53.3,29.8,25.0,,27.0,34.6,31.8,103175.0,52045.0,51130.0,39737.0,39507.0,7809.0,9938.0,85161.0,12230.0,247.0,871.0,211.0,0.0,3599.0,248.0,3221.0,74.0,45081.0,40537.0,2737.0,17.0,1400.0,9.0,1311.0,37800.0,36.2,36.7,0.41461412151067323,0.42814915870850384,0.3566398390342052,-1040.0,11210.0,1.5097539902687462,0.006211180124223602,0.5,0.002403683062757451,0.8254034407559971,0.11853646716743398
"Lincoln, IL Micro Area",868.0,504.0,339.0,74.0,344.0,418.0,820.0,562.0,327.0,205.0,357.0,442.0,53.0,166.0,533.0,580.0,59.0,102.0,0.0,16.0,277.0,315.0,592.0,132.0,197.0,1.0,10797.0,10433.0,51.0,11.0,91.0,1.0,203.0,105.0,35617.0,26778.0,16.3,14.2,15.2,19.6,0.0,3.8,0.0,15.4,9.4,10.7,3.5,1.8,6.8,1.8,0.8,2.6,689.0,576.0,539.0,682.0,901.0,2830.0,1978.0,3073.0,1721.0,11754.0,6988.0,12363.0,6180.0,48.8,31.1,60.5,55.6,67.3,25.9,75.5,68.6,10.0,0.0,24.9,29.1,25.7,29003.0,14298.0,14705.0,11421.0,11975.0,2248.0,2976.0,25667.0,2003.0,73.0,218.0,113.0,10.0,802.0,85.0,985.0,27.0,12050.0,10872.0,921.0,0.0,562.0,8.0,351.0,9951.0,22.1,22.8,0.48578199052132703,0.5272045028142589,0.49099099099099097,-48.0,8839.0,1.3300843976398535,0.0,0.6999999999999993,0.0029307313036582424,0.884977416129366,0.06906182119091128
"Lincoln, NE Metro Area",17542.0,8346.0,4431.0,944.0,3714.0,5929.0,16147.0,5819.0,2842.0,1640.0,4260.0,6519.0,109.0,1567.0,5748.0,13247.0,1231.0,3027.0,120.0,93.0,1070.0,4302.0,13191.0,1009.0,4566.0,275.0,130924.0,118637.0,4137.0,716.0,4176.0,54.0,2042.0,6371.0,34626.0,30427.0,10.9,10.4,10.8,14.3,11.0,5.0,21.6,10.9,8.6,5.3,0.6,0.8,3.1,0.9,0.5,1.9,848.0,672.0,691.0,855.0,1100.0,42980.0,21043.0,39435.0,19602.0,131236.0,97931.0,131238.0,89476.0,48.2,36.7,70.5,62.9,48.4,35.2,54.4,41.0,39.6,11.9,34.5,38.1,36.2,330329.0,165977.0,164352.0,127185.0,127465.0,20022.0,25067.0,286180.0,12597.0,2167.0,13237.0,1546.0,241.0,11567.0,2724.0,22520.0,510.0,138258.0,129242.0,8564.0,107.0,3570.0,244.0,4643.0,120678.0,33.3,32.3,0.47929591261242543,0.41080127073773387,0.39076034648700675,-1395.0,4199.0,1.1380024320504816,0.01249416160672583,-1.0,0.008246324119287135,0.8663483981121851,0.03813470812432454
"Little Rock-North Little Rock-Conway, AR Metro Area",22892.0,15938.0,9598.0,1989.0,7734.0,12177.0,21009.0,13990.0,8489.0,3299.0,9939.0,12744.0,910.0,4269.0,12637.0,12139.0,1934.0,3001.0,316.0,442.0,3443.0,9217.0,14175.0,2262.0,4679.0,459.0,284127.0,205858.0,64927.0,1088.0,3975.0,115.0,4970.0,10278.0,31674.0,28220.0,15.9,15.5,15.8,16.9,23.6,4.6,17.7,16.2,7.7,7.8,1.3,1.8,5.0,1.9,1.3,3.5,845.0,674.0,709.0,811.0,1024.0,76843.0,46336.0,79792.0,49107.0,277863.0,186674.0,304656.0,176579.0,47.4,30.7,63.0,54.5,37.6,24.9,47.2,30.6,30.0,41.0,24.5,31.5,30.2,737015.0,356611.0,380404.0,267909.0,295534.0,47894.0,61875.0,518305.0,172075.0,2729.0,12630.0,3400.0,723.0,18715.0,2745.0,38961.0,809.0,325149.0,282138.0,13818.0,276.0,6593.0,572.0,6377.0,268320.0,34.6,33.4,0.4785540192706316,0.46745522587543437,0.4693426217725438,-1883.0,3454.0,1.1223954642097802,0.01997394702561876,-1.2000000000000028,0.003724483219473145,0.7032489162364403,0.23347557376715536
"Lock Haven, PA Micro Area",1771.0,845.0,339.0,83.0,380.0,577.0,1960.0,564.0,311.0,119.0,395.0,562.0,97.0,245.0,1053.0,938.0,89.0,242.0,26.0,47.0,235.0,927.0,1425.0,76.0,260.0,4.0,14690.0,14373.0,92.0,65.0,76.0,5.0,64.0,153.0,30266.0,20814.0,17.7,15.6,16.8,9.6,40.2,0.0,0.0,16.8,21.1,9.5,1.2,1.8,7.7,1.7,0.6,2.6,736.0,388.0,419.0,778.0,866.0,4333.0,1979.0,4114.0,2009.0,15671.0,10002.0,16244.0,8948.0,48.3,33.1,68.2,68.9,58.4,32.5,58.2,22.5,32.5,0.0,32.2,34.1,34.8,38915.0,19261.0,19654.0,15222.0,15817.0,3255.0,3866.0,37447.0,696.0,102.0,323.0,54.0,11.0,253.0,25.0,590.0,6.0,19250.0,14744.0,1206.0,7.0,512.0,62.0,625.0,13538.0,24.3,25.0,0.525328330206379,0.40028388928317954,0.47846153846153844,189.0,9452.0,1.454117420966657,0.005804311774461028,0.6999999999999993,0.0006424257998201208,0.9622767570345625,0.01788513426699216
