area_name,n_unmarried_males_20_24,n_unmarried_males_25_29,n_unmarried_males_30_34,n_married_males_20_24,n_married_males_25_29,n_married_males_30_34,n_unmarried_females_20_24,n_unmarried_females_25_29,n_unmarried_females_30_34,n_married_females_20_24,n_married_females_25_29,n_married_females_30_34,n_males_middle_school_dropout,n_males_high_school_dropout,n_males_ged,n_males_college_dropout,n_males_associates,n_males_bachelors,n_males_grad,n_females_middle_school_dropout,n_females_high_school_dropout,n_females_ged,n_females_college_dropout,n_females_associates,n_females_bachelors,n_females_grad,n_households,n_white_households,n_black_households,n_amerindian_households,n_asian_households,n_islander_households,n_mixed_households,n_hispanic_households,median_income_males_living_alone,median_income_females_living_alone,p_male_disabled,p_female_disabled,p_white_disabled,p_black_disabled,p_amerindian_disabled,p_asian_disabled,p_hawaiian_disabled,p_nonhisp_white_disabled,p_hispanic_disabled,p_disabled_18_34,p_deaf_18_34,p_blind_18_34,p_cognitive_18_34,p_ambulatory_18_34,p_self_care_18_34,p_independent_living_18_34,median_rent_overall,median_rent_0_bed,median_rent_1_bed,median_rent_2_bed,median_rent_3_bed,n_males_20_34,n_males_35_44,n_females_20_34,n_females_35_44,n_labor_males,n_working_males,n_labor_females,n_working_females,p_married,p_unmarried,p_males_20_34_unmarried,p_females_20_34_unmarried,p_hispanic_unmarried,p_white_unmarried,p_black_unmarried,p_amerindian_unmarried,p_asian_unmarried,p_islander_unmarried,p_white_non_hispanic_unmarried,p_unmarried_males_working,p_unmarried_females_working,n_people,n_males,n_females,n_males_18over,n_females_18over,n_males_65over,n_females_65over,n_white,n_black,n_amerindian,n_asian,n_indian,n_islander,n_mixed,n_hapa,n_hispanic,n_cuban,n_housing,total,n_unmarried_households,n_male_male_couple,n_male_female_couple,n_female_female_couple,n_female_male_couple,n_other_household,percent_obese_fem,percent_obese_male,p_unmarried_20_24_female,p_unmarried_25_29_female,p_unmarried_30_34_female,n_extra_unmarried_20_24_females,m_f_income_gap,m_f_income_ratio,p_gay,m_f_obesity_diff,p_hapa,p_white,p_black
"Altus, OK Micro Area",884.0,611.0,426.0,199.0,359.0,418.0,649.0,261.0,275.0,246.0,423.0,384.0,7.0,200.0,602.0,433.0,30.0,175.0,0.0,10.0,152.0,415.0,419.0,111.0,72.0,9.0,9762.0,7496.0,653.0,230.0,184.0,0.0,273.0,1883.0,38224.0,22753.0,14.8,15.8,16.5,14.2,13.6,12.7,0.0,17.3,10.9,5.9,0.3,3.0,2.1,1.6,0.5,2.6,737.0,521.0,521.0,725.0,776.0,3115.0,1570.0,2652.0,1585.0,9603.0,7009.0,9640.0,5314.0,52.3,28.5,61.7,44.7,36.2,25.0,43.1,21.4,30.5,0.0,23.9,32.7,26.2,25063.0,12558.0,12505.0,9293.0,9407.0,1630.0,2087.0,18005.0,1716.0,416.0,331.0,0.0,15.0,1759.0,139.0,6043.0,23.0,12116.0,9868.0,522.0,13.0,371.0,45.0,93.0,9346.0,25.6,25.3,0.4233529028049576,0.2993119266055046,0.39229671897289586,-235.0,15471.0,1.6799542917417483,0.02490421455938697,-0.3000000000000007,0.005546024019470934,0.7183896580616845,0.06846746199577065
"Amarillo, TX Metro Area",7629.0,5421.0,3568.0,1046.0,3353.0,4790.0,6485.0,4571.0,2064.0,1415.0,3927.0,5164.0,198.0,1686.0,4713.0,4904.0,775.0,561.0,44.0,207.0,1115.0,3831.0,5049.0,733.0,1135.0,135.0,97345.0,85192.0,4815.0,624.0,2510.0,88.0,1842.0,22706.0,33956.0,27126.0,11.6,11.7,12.2,7.9,13.3,4.0,4.5,14.0,8.0,4.8,0.8,0.8,2.7,1.3,0.7,1.6,853.0,579.0,678.0,854.0,1076.0,28901.0,18080.0,27383.0,16234.0,101299.0,70476.0,101681.0,60941.0,50.6,28.8,57.5,47.9,38.4,26.6,46.9,39.0,31.2,34.2,22.7,28.7,27.1,263776.0,132479.0,131297.0,97876.0,98095.0,16051.0,20023.0,221854.0,15845.0,1593.0,9119.0,748.0,645.0,8405.0,841.0,75914.0,404.0,109130.0,96613.0,4611.0,58.0,2290.0,79.0,2184.0,92002.0,23.7,23.9,0.45947286382315433,0.4574659727782226,0.3664772727272727,-1144.0,6830.0,1.2517879525178794,0.012578616352201259,0.1999999999999993,0.003188311294431639,0.8410696954992114,0.06006990780055805
"Americus, GA Micro Area",1424.0,737.0,623.0,28.0,423.0,309.0,1678.0,627.0,557.0,194.0,285.0,346.0,74.0,202.0,853.0,802.0,193.0,69.0,12.0,23.0,303.0,696.0,1207.0,54.0,204.0,3.0,13374.0,6659.0,6266.0,1.0,123.0,0.0,110.0,521.0,32473.0,16011.0,13.7,14.6,16.8,12.4,0.0,0.5,,17.5,4.4,6.1,0.4,0.1,4.0,1.5,0.1,2.2,731.0,747.0,463.0,702.0,804.0,3729.0,1803.0,3913.0,2107.0,13094.0,7773.0,14886.0,7637.0,40.8,38.8,74.7,73.1,32.6,27.0,51.1,0.0,24.9,,26.6,34.3,42.0,35285.0,16771.0,18514.0,12643.0,14479.0,2495.0,3356.0,16474.0,17040.0,6.0,410.0,85.0,0.0,558.0,22.0,2051.0,109.0,16097.0,13635.0,584.0,0.0,305.0,22.0,257.0,13051.0,30.7,28.0,0.5409413281753708,0.4596774193548387,0.47203389830508474,254.0,16462.0,2.028168134407595,0.0,-2.6999999999999993,0.0006234944027207029,0.46688394501912994,0.4829247555618535
"Ames, IA Metro Area",12879.0,3121.0,1216.0,426.0,1527.0,2170.0,9184.0,1979.0,514.0,605.0,1910.0,2554.0,10.0,305.0,3073.0,12200.0,1057.0,1302.0,20.0,0.0,195.0,2421.0,8471.0,1188.0,1858.0,25.0,48765.0,43772.0,637.0,117.0,3150.0,40.0,633.0,1211.0,37230.0,26256.0,9.2,8.8,9.5,7.7,10.3,2.7,0.0,9.6,7.1,4.7,0.4,0.8,3.2,0.7,0.3,1.1,892.0,710.0,759.0,876.0,1161.0,21971.0,6494.0,17252.0,6040.0,54084.0,35823.0,50105.0,32658.0,43.9,43.9,78.4,67.7,51.7,41.7,57.4,49.0,60.4,48.1,41.5,42.1,40.2,123311.0,63825.0,59486.0,52588.0,48895.0,7282.0,8820.0,108674.0,2381.0,330.0,7877.0,1103.0,112.0,2870.0,808.0,4043.0,98.0,51925.0,37219.0,2413.0,43.0,1367.0,58.0,945.0,34806.0,26.1,28.5,0.4162625209626977,0.38803921568627453,0.2971098265895954,-3695.0,10974.0,1.4179616087751372,0.017820140903439703,2.3999999999999986,0.006552537891996659,0.8813001273203526,0.019308901882232728
"Amsterdam, NY Micro Area",1366.0,1033.0,735.0,127.0,460.0,649.0,1104.0,919.0,678.0,173.0,513.0,660.0,147.0,274.0,815.0,362.0,233.0,92.0,20.0,67.0,387.0,526.0,457.0,205.0,194.0,18.0,19660.0,17531.0,486.0,24.0,111.0,0.0,265.0,2264.0,36198.0,22683.0,16.3,16.6,16.2,19.9,78.1,8.7,,16.1,17.7,9.9,1.0,1.1,7.4,1.9,0.8,4.7,783.0,608.0,619.0,763.0,867.0,4591.0,2789.0,4408.0,2810.0,19289.0,12227.0,20088.0,10976.0,45.4,32.4,68.3,61.3,53.1,30.1,45.6,14.8,14.5,,28.9,35.9,32.8,49302.0,24255.0,25047.0,18444.0,19552.0,4029.0,4991.0,42970.0,1091.0,73.0,362.0,67.0,0.0,1387.0,130.0,6950.0,104.0,23496.0,19665.0,1948.0,32.0,978.0,48.0,890.0,17717.0,31.2,35.4,0.44696356275303645,0.4707991803278688,0.47983014861995754,-262.0,13515.0,1.5958206586430366,0.01642710472279261,4.199999999999999,0.0026368098657255285,0.8715670763863534,0.022128919719281166
"Anchorage, AK Metro Area",14406.0,12146.0,7044.0,1601.0,4549.0,7344.0,10250.0,8301.0,4686.0,1849.0,6056.0,8963.0,219.0,2719.0,9228.0,7418.0,789.0,1022.0,70.0,143.0,1825.0,6322.0,6584.0,867.0,1265.0,101.0,137784.0,103803.0,6129.0,8096.0,7731.0,1681.0,7934.0,9325.0,52256.0,40588.0,12.3,11.5,12.0,13.4,15.1,10.6,9.9,12.0,10.4,7.4,1.6,1.5,4.5,1.8,1.3,3.0,1288.0,846.0,928.0,1249.0,1773.0,51060.0,26342.0,44727.0,25637.0,158447.0,117225.0,150693.0,96869.0,48.7,33.9,65.8,52.0,41.4,29.4,44.9,47.4,35.0,40.9,28.9,36.1,31.7,398900.0,204508.0,194392.0,152880.0,145748.0,20519.0,22293.0,271064.0,17640.0,29770.0,29729.0,526.0,7468.0,35923.0,5834.0,32125.0,748.0,159195.0,137403.0,10925.0,192.0,5417.0,351.0,4965.0,126478.0,30.1,29.6,0.41572031148604804,0.405976426859686,0.39948849104859335,-4156.0,11668.0,1.2874741302848132,0.017574370709382153,-0.5,0.014625219353221358,0.6795287039358235,0.044221609425921286
"Andrews, TX Micro Area",466.0,372.0,118.0,88.0,248.0,488.0,333.0,156.0,80.0,161.0,289.0,547.0,3.0,146.0,444.0,212.0,85.0,0.0,0.0,0.0,61.0,447.0,187.0,42.0,21.0,0.0,5573.0,5009.0,69.0,0.0,28.0,31.0,116.0,2648.0,60664.0,25063.0,9.4,10.6,11.0,0.0,,0.0,0.0,13.4,8.1,6.1,0.6,0.4,4.8,0.3,1.0,4.1,1028.0,,870.0,952.0,1170.0,2077.0,1192.0,1830.0,1084.0,6652.0,4971.0,6419.0,3513.0,56.9,25.8,46.0,31.1,31.2,25.7,18.9,,0.0,0.0,18.9,24.6,19.3,18036.0,9174.0,8862.0,6279.0,6069.0,792.0,1018.0,16108.0,122.0,0.0,65.0,0.0,31.0,616.0,96.0,10151.0,0.0,6296.0,5508.0,294.0,0.0,141.0,24.0,129.0,5214.0,21.7,22.0,0.4167709637046308,0.29545454545454547,0.40404040404040403,-133.0,35601.0,2.4204604396919764,0.0,0.3000000000000007,0.0053226879574184965,0.8931026835218452,0.0067642492792193394
"Angola, IN Micro Area",1386.0,646.0,283.0,81.0,221.0,560.0,857.0,401.0,129.0,202.0,298.0,632.0,0.0,383.0,770.0,768.0,11.0,182.0,3.0,35.0,257.0,427.0,618.0,56.0,115.0,0.0,14261.0,13996.0,0.0,13.0,41.0,18.0,179.0,263.0,42815.0,22538.0,14.0,14.2,13.9,29.3,12.5,9.2,0.0,14.2,6.8,8.2,0.4,0.7,6.6,1.1,0.5,3.6,783.0,527.0,579.0,792.0,863.0,3340.0,1812.0,2782.0,1771.0,14222.0,9874.0,13965.0,8296.0,55.4,25.3,69.3,49.9,45.3,24.6,74.2,12.5,41.6,0.0,24.2,28.9,23.8,34453.0,17548.0,16905.0,13881.0,13503.0,3179.0,3567.0,33232.0,114.0,32.0,152.0,12.0,18.0,791.0,149.0,1220.0,28.0,19986.0,14156.0,1211.0,32.0,735.0,37.0,407.0,12945.0,25.2,26.9,0.38207757467677217,0.38299904489016234,0.3131067961165049,-529.0,20277.0,1.8996805395332328,0.026424442609413706,1.6999999999999993,0.004324732243926509,0.9645604156386962,0.0033088555423330334
"Ann Arbor, MI Metro Area",23972.0,11737.0,5609.0,385.0,2759.0,5372.0,22420.0,9495.0,4176.0,914.0,3626.0,6214.0,240.0,2084.0,6680.0,18450.0,1040.0,5606.0,660.0,57.0,1428.0,5145.0,18692.0,1081.0,6806.0,887.0,141245.0,108247.0,16088.0,458.0,12109.0,66.0,3359.0,5176.0,38665.0,35425.0,9.1,9.7,9.6,11.9,7.0,3.7,27.0,9.8,7.3,5.3,0.6,0.6,3.8,0.9,0.6,1.8,1114.0,940.0,947.0,1168.0,1278.0,51833.0,21132.0,48769.0,20980.0,150674.0,103831.0,155696.0,94177.0,44.1,43.0,79.7,74.0,52.4,39.6,55.2,52.2,47.7,51.2,39.1,42.0,43.4,367000.0,181923.0,185077.0,146639.0,151485.0,22105.0,27203.0,269998.0,43795.0,1541.0,33476.0,8941.0,164.0,15239.0,4499.0,17329.0,799.0,151023.0,140210.0,8470.0,427.0,3722.0,394.0,3927.0,131740.0,26.6,25.5,0.48327297809967235,0.44720233609645815,0.4267756770567195,-1552.0,3240.0,1.0914608327452364,0.050413223140495865,-1.1000000000000014,0.012258855585831063,0.7356893732970027,0.11933242506811989
"Anniston-Oxford, AL Metro Area",3523.0,2245.0,1208.0,178.0,1099.0,1640.0,3069.0,2188.0,1207.0,408.0,1300.0,2087.0,47.0,717.0,2092.0,1984.0,237.0,247.0,26.0,44.0,524.0,1286.0,2598.0,306.0,440.0,10.0,44605.0,33190.0,9484.0,157.0,393.0,0.0,712.0,1056.0,25915.0,20039.0,21.9,20.6,21.9,19.9,34.6,14.0,0.0,21.9,11.2,8.1,2.0,1.6,4.8,2.0,0.6,1.8,716.0,482.0,474.0,662.0,856.0,11102.0,6552.0,11414.0,7142.0,44110.0,27445.0,48776.0,25229.0,47.8,28.9,62.8,56.6,38.3,23.1,49.2,35.5,19.6,100.0,22.8,31.1,29.7,114618.0,55141.0,59477.0,42341.0,47325.0,8372.0,11366.0,84439.0,23830.0,379.0,1014.0,150.0,14.0,2740.0,289.0,4352.0,97.0,53631.0,,,,,,,,34.6,33.6,0.4655643203883495,0.4935709451838484,0.4997929606625259,-454.0,5876.0,1.2932282050002495,,-1.0,0.0025214189743321294,0.7366992967945698,0.20790800746828597
"Appleton, WI Metro Area",7113.0,4994.0,2877.0,259.0,2238.0,4229.0,6109.0,3191.0,1962.0,682.0,3213.0,4758.0,86.0,1321.0,3911.0,3272.0,912.0,670.0,42.0,81.0,864.0,2881.0,3629.0,787.0,1225.0,92.0,93455.0,87823.0,757.0,1075.0,1966.0,6.0,799.0,2608.0,40416.0,27211.0,10.0,9.8,10.0,13.9,13.8,6.4,0.0,10.2,5.1,6.5,0.4,1.1,4.5,0.8,0.7,2.2,804.0,583.0,640.0,815.0,1046.0,22862.0,15582.0,21377.0,15144.0,92182.0,69070.0,93902.0,62449.0,55.7,28.7,65.5,52.7,38.8,27.6,52.3,45.4,36.6,40.0,27.2,31.9,27.3,235628.0,117728.0,117900.0,88900.0,90548.0,15239.0,18468.0,213925.0,3176.0,3249.0,7640.0,1008.0,65.0,4128.0,950.0,10141.0,61.0,97728.0,92514.0,6405.0,60.0,3413.0,127.0,2805.0,86109.0,31.4,32.2,0.4620329753441234,0.38985949908368966,0.40545567265964044,-1004.0,13205.0,1.4852816875528279,0.00936768149882904,0.8000000000000043,0.0040317789057327654,0.9078929499040861,0.01347887347853396
"Arcadia, FL Micro Area",1323.0,1075.0,1003.0,55.0,413.0,518.0,704.0,453.0,396.0,30.0,362.0,375.0,31.0,650.0,1103.0,251.0,91.0,8.0,0.0,56.0,182.0,559.0,212.0,61.0,56.0,0.0,12072.0,10823.0,955.0,5.0,4.0,12.0,105.0,3459.0,21775.0,19493.0,14.5,14.8,14.7,16.1,16.7,7.2,29.3,20.2,4.5,5.4,0.6,1.0,3.2,2.3,0.9,2.1,687.0,439.0,583.0,642.0,852.0,4836.0,2823.0,2638.0,1644.0,17573.0,9222.0,12956.0,5028.0,43.5,34.3,70.3,58.9,45.6,30.5,58.2,0.0,3.8,51.2,23.5,40.9,29.2,36903.0,20836.0,16067.0,17165.0,12529.0,3896.0,4106.0,31079.0,4634.0,31.0,83.0,3.0,41.0,451.0,11.0,11649.0,457.0,15189.0,11996.0,558.0,0.0,287.0,8.0,263.0,11438.0,32.0,28.8,0.34731129748396644,0.2964659685863874,0.2830593280914939,-619.0,2282.0,1.1170676653157543,0.0,-3.1999999999999993,0.00029807874698533997,0.8421808525052163,0.1255724466845514
"Ardmore, OK Micro Area",1462.0,1062.0,597.0,178.0,549.0,899.0,1188.0,675.0,405.0,282.0,838.0,984.0,47.0,565.0,1196.0,471.0,67.0,76.0,11.0,36.0,519.0,784.0,747.0,105.0,127.0,14.0,21607.0,17205.0,1334.0,1279.0,270.0,3.0,1268.0,1263.0,31953.0,24634.0,19.5,20.6,20.7,22.2,12.7,5.9,26.1,21.7,14.3,13.1,3.6,4.7,7.2,3.4,2.1,5.3,764.0,616.0,538.0,728.0,870.0,5446.0,3516.0,5275.0,3577.0,21919.0,14103.0,23409.0,12475.0,49.1,25.5,57.3,43.0,38.5,21.9,43.7,39.0,31.8,0.0,20.8,27.6,24.8,58382.0,28666.0,29716.0,21159.0,22578.0,4305.0,5570.0,44461.0,3404.0,4319.0,680.0,40.0,23.0,4706.0,105.0,5100.0,13.0,26311.0,18336.0,1080.0,17.0,548.0,12.0,503.0,17256.0,30.8,29.7,0.4483018867924528,0.38860103626943004,0.4041916167664671,-274.0,7319.0,1.2971096858001137,0.01574074074074074,-1.1000000000000014,0.0017984995375286905,0.7615532184577438,0.05830564214997773
"Arecibo, PR Metro Area",5934.0,4376.0,2906.0,228.0,1363.0,1241.0,5094.0,4031.0,1984.0,584.0,1393.0,1996.0,266.0,530.0,2238.0,3756.0,1382.0,656.0,10.0,159.0,324.0,1530.0,4160.0,997.0,1102.0,43.0,65547.0,55590.0,2062.0,99.0,235.0,0.0,513.0,65069.0,10588.0,8939.0,17.6,18.1,17.6,20.1,3.8,6.3,,22.0,17.8,6.9,0.7,1.1,4.3,2.5,1.6,3.9,438.0,218.0,278.0,378.0,521.0,17306.0,10768.0,17096.0,11899.0,71541.0,32449.0,79695.0,26853.0,41.0,34.1,76.4,65.0,34.1,33.7,33.0,4.6,35.0,,30.7,40.0,33.2,180567.0,86486.0,94081.0,68966.0,77293.0,16039.0,20392.0,153514.0,5768.0,262.0,764.0,717.0,0.0,1593.0,0.0,179014.0,417.0,82965.0,65598.0,4108.0,54.0,1504.0,25.0,2525.0,61490.0,,,0.4619151251360174,0.47948138456048534,0.40572597137014316,-840.0,1649.0,1.184472536077861,0.01314508276533593,,0.0,0.850177496441764,0.03194382140701236
"Arkadelphia, AR Micro Area",1432.0,380.0,157.0,105.0,131.0,300.0,1436.0,366.0,76.0,176.0,204.0,311.0,6.0,37.0,443.0,1500.0,265.0,90.0,0.0,16.0,145.0,469.0,1426.0,314.0,249.0,0.0,8446.0,6029.0,2121.0,50.0,48.0,0.0,51.0,272.0,25960.0,22361.0,20.3,22.3,22.0,21.4,26.3,0.0,0.0,22.2,5.0,14.4,2.9,6.4,9.3,1.0,1.1,1.4,606.0,454.0,523.0,584.0,779.0,2686.0,1016.0,2726.0,1244.0,8642.0,5452.0,10001.0,5347.0,42.7,39.3,73.3,68.9,50.6,34.8,52.4,0.0,11.8,100.0,34.6,36.7,38.3,22386.0,10506.0,11880.0,8455.0,9676.0,1577.0,2057.0,15720.0,5434.0,80.0,156.0,39.0,7.0,286.0,27.0,1059.0,0.0,10533.0,8505.0,339.0,9.0,124.0,0.0,206.0,8166.0,38.3,36.0,0.500697350069735,0.4906166219839142,0.3261802575107296,4.0,3599.0,1.1609498680738786,0.02654867256637168,-2.299999999999997,0.0012061109622085232,0.702224604663629,0.24274099883855982
"Asheville, NC Metro Area",10606.0,9321.0,5768.0,1104.0,3387.0,6400.0,9681.0,8310.0,4795.0,1926.0,4754.0,7869.0,392.0,2136.0,6715.0,5618.0,929.0,1007.0,99.0,167.0,1607.0,5063.0,6443.0,1352.0,2082.0,125.0,191756.0,178293.0,7888.0,653.0,1778.0,105.0,1811.0,9261.0,30754.0,27834.0,14.8,14.7,14.7,17.8,18.8,7.7,8.2,15.3,5.9,7.3,1.0,1.3,4.4,1.8,1.5,3.4,911.0,839.0,793.0,878.0,1105.0,39380.0,27929.0,40744.0,28394.0,179610.0,116313.0,199543.0,108090.0,51.7,27.2,65.2,55.9,38.9,25.7,48.0,31.4,25.2,0.0,25.0,31.1,30.3,454351.0,218490.0,235861.0,174646.0,194415.0,43507.0,55198.0,411863.0,21024.0,1862.0,5310.0,995.0,354.0,8146.0,1161.0,31412.0,1136.0,227636.0,190162.0,10329.0,366.0,4320.0,689.0,4954.0,179833.0,22.9,21.7,0.47720214915956033,0.4713289093074698,0.45394300861497683,-925.0,2920.0,1.1049076668822304,0.03543421434795237,-1.1999999999999993,0.0025552931544114573,0.9064863948797296,0.046272595416319104
"Ashland, OH Micro Area",1790.0,764.0,488.0,120.0,535.0,832.0,1743.0,525.0,322.0,196.0,747.0,847.0,55.0,312.0,1068.0,1180.0,90.0,165.0,0.0,93.0,235.0,963.0,1524.0,85.0,127.0,0.0,20417.0,19993.0,51.0,0.0,81.0,0.0,273.0,211.0,31851.0,24617.0,14.3,14.3,14.4,9.2,14.3,3.1,,14.3,18.1,6.0,0.3,1.2,3.8,0.7,0.6,2.3,725.0,369.0,519.0,691.0,805.0,4848.0,2908.0,4879.0,2816.0,20705.0,13849.0,22195.0,12680.0,51.8,28.7,62.7,53.1,33.7,27.8,83.1,85.7,47.1,,27.8,30.7,28.1,53536.0,26144.0,27392.0,20008.0,21376.0,4422.0,5397.0,51783.0,397.0,14.0,352.0,22.0,0.0,847.0,102.0,739.0,0.0,22312.0,20439.0,1307.0,8.0,730.0,28.0,541.0,19132.0,25.9,26.4,0.49334842909708465,0.4072924747866563,0.39753086419753086,-47.0,7234.0,1.2938619653085266,0.00612088752869166,0.5,0.0019052600119545727,0.9672556784219964,0.007415570830842797
"Ashtabula, OH Micro Area",2761.0,2228.0,1396.0,144.0,695.0,965.0,2270.0,1704.0,907.0,278.0,820.0,1276.0,296.0,567.0,2175.0,813.0,97.0,92.0,0.0,361.0,596.0,1304.0,871.0,119.0,247.0,7.0,37832.0,35909.0,1199.0,40.0,124.0,4.0,496.0,1101.0,25591.0,20426.0,17.0,16.2,16.6,17.3,24.6,11.3,66.7,16.9,9.7,8.2,0.6,1.6,5.5,0.7,0.9,3.1,696.0,443.0,504.0,703.0,840.0,8917.0,5783.0,7944.0,5239.0,39499.0,22878.0,39354.0,20574.0,46.1,29.8,71.6,61.4,43.1,27.7,61.8,45.5,12.2,100.0,27.4,33.7,29.0,97830.0,49211.0,48619.0,38072.0,38081.0,8202.0,9930.0,90804.0,3515.0,146.0,533.0,162.0,12.0,2387.0,113.0,4134.0,38.0,46174.0,37652.0,3008.0,30.0,1389.0,52.0,1537.0,34644.0,39.8,39.4,0.45120254422580003,0.4333672431332655,0.3938341293964394,-491.0,5165.0,1.2528639968667385,0.00997340425531915,-0.3999999999999986,0.0011550649085147705,0.9281815394050905,0.035929673924154144
"Astoria, OR Micro Area",1007.0,724.0,507.0,86.0,357.0,644.0,847.0,483.0,398.0,198.0,467.0,541.0,9.0,374.0,727.0,410.0,59.0,52.0,0.0,32.0,313.0,493.0,583.0,57.0,58.0,0.0,15800.0,14884.0,82.0,47.0,138.0,7.0,482.0,740.0,34697.0,25496.0,18.7,18.4,18.5,32.9,41.1,20.9,2.3,19.4,9.2,11.7,2.1,2.7,5.9,2.4,1.8,5.8,927.0,663.0,829.0,942.0,1145.0,3581.0,2302.0,3288.0,2352.0,15987.0,10229.0,16458.0,9050.0,49.5,26.2,62.5,52.6,42.0,24.7,67.3,24.6,28.9,42.6,23.7,30.6,27.1,39102.0,19457.0,19645.0,15575.0,16067.0,3931.0,4456.0,35929.0,314.0,175.0,387.0,6.0,128.0,1792.0,352.0,3329.0,15.0,22447.0,15910.0,1219.0,68.0,684.0,12.0,455.0,14691.0,25.6,28.8,0.45685005393743255,0.40016570008285,0.4397790055248619,-160.0,9201.0,1.3608801380608724,0.05578342904019688,3.1999999999999993,0.009002097079433276,0.9188532555879495,0.008030279781085366
"Atchison, KS Micro Area",677.0,229.0,165.0,31.0,156.0,212.0,824.0,312.0,34.0,56.0,182.0,350.0,0.0,84.0,476.0,447.0,22.0,61.0,0.0,0.0,63.0,305.0,744.0,58.0,57.0,0.0,5958.0,5520.0,142.0,11.0,19.0,0.0,266.0,178.0,36620.0,19057.0,16.7,13.1,14.9,15.3,16.4,14.1,,14.7,32.5,4.5,0.0,1.0,2.8,0.4,0.1,0.5,660.0,419.0,457.0,692.0,894.0,1515.0,812.0,1896.0,770.0,6041.0,3937.0,6765.0,4082.0,47.1,33.9,70.7,61.7,51.1,30.9,49.5,58.7,39.7,,30.9,31.6,34.3,16268.0,7844.0,8424.0,5888.0,6564.0,1231.0,1521.0,14570.0,477.0,67.0,78.0,0.0,0.0,956.0,86.0,495.0,13.0,6961.0,5980.0,270.0,20.0,103.0,0.0,147.0,5710.0,29.2,29.5,0.5489673550966022,0.5767097966728281,0.1708542713567839,147.0,17563.0,1.9216036102219656,0.07407407407407407,0.3000000000000007,0.0052864519301696585,0.8956233095647897,0.029321367101057292
"Athens, OH Micro Area",6122.0,1692.0,1025.0,71.0,428.0,673.0,5239.0,1305.0,697.0,129.0,566.0,822.0,58.0,217.0,2217.0,6541.0,119.0,413.0,11.0,65.0,184.0,2041.0,6586.0,167.0,605.0,23.0,22557.0,20869.0,407.0,66.0,565.0,15.0,553.0,343.0,19607.0,20430.0,15.4,16.9,16.6,8.0,0.0,3.9,60.0,16.8,9.8,8.9,0.8,1.4,6.6,1.5,0.6,2.1,791.0,722.0,642.0,817.0,822.0,10548.0,3321.0,9187.0,3151.0,28413.0,15576.0,28996.0,14779.0,34.2,51.1,83.8,78.8,62.6,49.4,72.6,22.4,61.4,65.2,49.2,49.1,50.2,65917.0,32827.0,33090.0,27800.0,28431.0,3650.0,4631.0,60024.0,1962.0,140.0,1728.0,208.0,40.0,1792.0,723.0,1268.0,81.0,26689.0,22620.0,1669.0,26.0,885.0,64.0,694.0,20951.0,28.8,28.2,0.4611389842443447,0.43543543543543545,0.40476190476190477,-883.0,-823.0,0.9597161037689672,0.015578190533253445,-0.6000000000000014,0.010968338971737185,0.9105996935540149,0.029764704097577255
"Athens, TN Micro Area",1384.0,815.0,658.0,136.0,461.0,773.0,1060.0,717.0,275.0,206.0,572.0,903.0,21.0,478.0,963.0,563.0,141.0,18.0,0.0,8.0,260.0,799.0,816.0,137.0,87.0,0.0,20804.0,19350.0,690.0,142.0,144.0,10.0,355.0,576.0,26875.0,19494.0,20.8,19.9,20.3,19.2,36.3,34.5,100.0,20.9,7.9,11.2,1.4,3.1,6.4,2.7,1.5,5.1,694.0,,486.0,664.0,808.0,4675.0,2971.0,4552.0,3308.0,20850.0,12177.0,22366.0,10546.0,50.8,24.1,61.1,45.1,30.0,23.2,42.4,37.6,29.5,0.0,23.1,25.0,24.7,53053.0,25838.0,27215.0,20174.0,21631.0,4673.0,5603.0,49050.0,1953.0,205.0,415.0,10.0,37.0,1082.0,58.0,2130.0,0.0,23418.0,20427.0,911.0,40.0,422.0,33.0,416.0,19516.0,32.0,33.8,0.4337152209492635,0.4680156657963446,0.2947481243301179,-324.0,7381.0,1.3786293218426182,0.043907793633369926,1.7999999999999972,0.0010932463762652442,0.9245471509622453,0.03681224435941417
"Athens, TX Micro Area",2017.0,1438.0,535.0,262.0,588.0,1294.0,1605.0,1015.0,328.0,336.0,930.0,1460.0,4.0,673.0,1548.0,941.0,108.0,80.0,5.0,12.0,580.0,1005.0,1070.0,184.0,155.0,0.0,30757.0,28205.0,1590.0,253.0,163.0,0.0,329.0,2435.0,24935.0,19094.0,18.7,17.2,18.1,19.4,35.9,1.0,0.0,19.5,8.0,9.3,1.0,1.5,6.2,2.2,1.6,3.9,785.0,554.0,546.0,764.0,926.0,6684.0,4164.0,6571.0,4527.0,31853.0,18059.0,34092.0,15886.0,53.2,22.6,59.7,44.9,34.4,20.6,44.9,31.3,31.4,100.0,19.1,25.0,20.6,81070.0,39485.0,41585.0,30617.0,32989.0,8216.0,9602.0,72540.0,5404.0,690.0,525.0,88.0,26.0,1155.0,64.0,10347.0,40.0,41246.0,30885.0,1846.0,40.0,819.0,37.0,950.0,29039.0,27.2,27.2,0.4431253451131971,0.4137790460660416,0.38006952491309387,-412.0,5841.0,1.3059076149575783,0.021668472372697724,0.0,0.0007894412236338967,0.8947822869125447,0.06665844332058715
